% of Delayed Flights,Airport Code,Airport Name,Minutes of Delay per Flight,Carrier Code,Carrier Name,City,Date,Minutes of Delay,Number of Flights,Ontime Category,State
100%,SEA,Seattle/Tacoma International,43,AA,American,Seattle,1/1/2013,1119,26.17,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,43,AS,Alaska,Phoenix,1/1/2013,683,15.78,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,62,AS,Alaska,Los Angeles,1/1/2013,909,14.56,Delayed by Carrier,CA
100%,SFO,San Francisco International,51,AS,Alaska,San Francisco,1/1/2013,480,9.34,Delayed by Carrier,CA
100%,DEN,Denver International,49,AS,Alaska,Denver,1/1/2013,134,2.72,Delayed by Carrier,CO
100%,MCO,Orlando International,16,AS,Alaska,Orlando,1/1/2013,16,1,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,48,AS,Alaska,Atlanta,1/1/2013,106,2.19,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,51,AS,Alaska,Chicago,1/1/2013,127,2.51,Delayed by Carrier,IL
100%,BOS,Logan International,27,AS,Alaska,Boston,1/1/2013,77,2.9,Delayed by Carrier,MA
100%,MSP,Minneapolis-St Paul International,33,AS,Alaska,Minneapolis,1/1/2013,45,1.38,Delayed by Carrier,MN
100%,EWR,Newark Liberty International,17,AS,Alaska,Newark,1/1/2013,22,1.29,Delayed by Carrier,NJ
100%,LAS,McCarran International,58,AS,Alaska,Las Vegas,1/1/2013,497,8.59,Delayed by Carrier,NV
100%,DFW,Dallas/Fort Worth International,61,AS,Alaska,Dallas/Fort Worth,1/1/2013,206,3.39,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,45,AS,Alaska,Houston,1/1/2013,102,2.26,Delayed by Carrier,TX
100%,SEA,Seattle/Tacoma International,76,AS,Alaska,Seattle,1/1/2013,7682,100.77,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,59,B6,JetBlue,Phoenix,1/1/2013,558,9.38,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,61,B6,JetBlue,Los Angeles,1/1/2013,1000,16.47,Delayed by Carrier,CA
100%,SFO,San Francisco International,77,B6,JetBlue,San Francisco,1/1/2013,1192,15.58,Delayed by Carrier,CA
100%,DEN,Denver International,46,B6,JetBlue,Denver,1/1/2013,484,10.5,Delayed by Carrier,CO
100%,MCO,Orlando International,67,B6,JetBlue,Orlando,1/1/2013,6134,92.12,Delayed by Carrier,FL
100%,ORD,Chicago O'Hare International,68,B6,JetBlue,Chicago,1/1/2013,844,12.41,Delayed by Carrier,IL
100%,BOS,Logan International,61,B6,JetBlue,Boston,1/1/2013,9496,154.93,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,48,B6,JetBlue,Baltimore,1/1/2013,397,8.22,Delayed by Carrier,MD
100%,CLT,Charlotte Douglas International,39,B6,JetBlue,Charlotte,1/1/2013,586,14.91,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,63,B6,JetBlue,Newark,1/1/2013,1918,30.43,Delayed by Carrier,NJ
100%,LAS,McCarran International,49,B6,JetBlue,Las Vegas,1/1/2013,1000,20.45,Delayed by Carrier,NV
100%,JFK,John F. Kennedy International,62,B6,JetBlue,New York,1/1/2013,11301,182.65,Delayed by Carrier,NY
100%,LGA,LaGuardia,61,B6,JetBlue,New York,1/1/2013,1975,32.25,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,85,B6,JetBlue,Dallas/Fort Worth,1/1/2013,396,4.67,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,75,B6,JetBlue,Salt Lake City,1/1/2013,579,7.67,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,45,B6,JetBlue,Seattle,1/1/2013,448,9.91,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,73,DL,Delta,Phoenix,1/1/2013,1787,24.42,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,59,DL,Delta,Los Angeles,1/1/2013,3832,64.87,Delayed by Carrier,CA
100%,SFO,San Francisco International,55,DL,Delta,San Francisco,1/1/2013,1156,20.89,Delayed by Carrier,CA
100%,DEN,Denver International,48,DL,Delta,Denver,1/1/2013,1431,29.56,Delayed by Carrier,CO
100%,MCO,Orlando International,54,DL,Delta,Orlando,1/1/2013,3718,69.01,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,100,DL,Delta,Atlanta,1/1/2013,50344,505.33,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,69,DL,Delta,Chicago,1/1/2013,1240,18.03,Delayed by Carrier,IL
100%,BOS,Logan International,53,DL,Delta,Boston,1/1/2013,1420,26.89,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,63,DL,Delta,Baltimore,1/1/2013,1584,25.28,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,75,DL,Delta,Detroit,1/1/2013,8653,115.26,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,90,DL,Delta,Minneapolis,1/1/2013,12514,139.27,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,42,DL,Delta,Charlotte,1/1/2013,981,23.12,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,39,DL,Delta,Newark,1/1/2013,308,7.89,Delayed by Carrier,NJ
100%,LAS,McCarran International,65,DL,Delta,Las Vegas,1/1/2013,2395,36.98,Delayed by Carrier,NV
100%,JFK,John F. Kennedy International,73,DL,Delta,New York,1/1/2013,3025,41.6,Delayed by Carrier,NY
100%,LGA,LaGuardia,80,DL,Delta,New York,1/1/2013,4502,56.38,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,50,DL,Delta,Dallas/Fort Worth,1/1/2013,1110,22.03,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,76,DL,Delta,Houston,1/1/2013,254,3.33,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,79,DL,Delta,Salt Lake City,1/1/2013,6507,81.96,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,46,DL,Delta,Seattle,1/1/2013,1820,39.42,Delayed by Carrier,WA
100%,DEN,Denver International,93,EV,ExpressJet,Denver,1/1/2013,8795,94.27,Delayed by Carrier,CO
,MCO,Orlando International,,EV,ExpressJet,Orlando,1/1/2013,0,0,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,84,EV,ExpressJet,Atlanta,1/1/2013,19582,233.31,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,88,EV,ExpressJet,Chicago,1/1/2013,20880,235.99,Delayed by Carrier,IL
100%,BOS,Logan International,68,EV,ExpressJet,Boston,1/1/2013,614,9.02,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,70,EV,ExpressJet,Baltimore,1/1/2013,1741,24.93,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,84,EV,ExpressJet,Detroit,1/1/2013,7099,84.32,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,83,EV,ExpressJet,Minneapolis,1/1/2013,3124,37.75,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,71,EV,ExpressJet,Charlotte,1/1/2013,3365,47.57,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,81,EV,ExpressJet,Newark,1/1/2013,15606,192.13,Delayed by Carrier,NJ
100%,JFK,John F. Kennedy International,67,EV,ExpressJet,New York,1/1/2013,403,6.02,Delayed by Carrier,NY
100%,LGA,LaGuardia,83,EV,ExpressJet,New York,1/1/2013,1683,20.34,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,77,EV,ExpressJet,Dallas/Fort Worth,1/1/2013,1648,21.43,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,84,EV,ExpressJet,Houston,1/1/2013,24072,285.12,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,49,EV,ExpressJet,Salt Lake City,1/1/2013,199,4.03,Delayed by Carrier,UT
100%,PHX,Phoenix Sky Harbor International,40,F9,Frontier,Phoenix,1/1/2013,717,17.94,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,34,F9,Frontier,Los Angeles,1/1/2013,594,17.62,Delayed by Carrier,CA
100%,SFO,San Francisco International,35,F9,Frontier,San Francisco,1/1/2013,519,14.69,Delayed by Carrier,CA
100%,DEN,Denver International,65,F9,Frontier,Denver,1/1/2013,9204,142.1,Delayed by Carrier,CO
100%,MCO,Orlando International,29,F9,Frontier,Orlando,1/1/2013,450,15.36,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,25,F9,Frontier,Atlanta,1/1/2013,57,2.31,Delayed by Carrier,GA
,ORD,Chicago O'Hare International,,F9,Frontier,Chicago,1/1/2013,0,0,Delayed by Carrier,IL
100%,DTW,Detroit Metro Wayne County,38,F9,Frontier,Detroit,1/1/2013,313,8.33,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,31,F9,Frontier,Minneapolis,1/1/2013,305,9.88,Delayed by Carrier,MN
100%,LAS,McCarran International,54,F9,Frontier,Las Vegas,1/1/2013,803,14.81,Delayed by Carrier,NV
100%,LGA,LaGuardia,53,F9,Frontier,New York,1/1/2013,302,5.65,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,38,F9,Frontier,Dallas/Fort Worth,1/1/2013,513,13.67,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,39,F9,Frontier,Houston,1/1/2013,201,5.11,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,25,F9,Frontier,Salt Lake City,1/1/2013,336,13.52,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,34,F9,Frontier,Seattle,1/1/2013,596,17.61,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,30,FL,AirTran,Phoenix,1/1/2013,13,0.43,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,39,FL,AirTran,Los Angeles,1/1/2013,435,11.2,Delayed by Carrier,CA
,SFO,San Francisco International,,FL,AirTran,San Francisco,1/1/2013,0,0,Delayed by Carrier,CA
100%,DEN,Denver International,36,FL,AirTran,Denver,1/1/2013,111,3.11,Delayed by Carrier,CO
100%,MCO,Orlando International,70,FL,AirTran,Orlando,1/1/2013,1099,15.71,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,54,FL,AirTran,Atlanta,1/1/2013,3537,65.44,Delayed by Carrier,GA
100%,BOS,Logan International,71,FL,AirTran,Boston,1/1/2013,274,3.87,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,41,FL,AirTran,Baltimore,1/1/2013,820,20.14,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,50,FL,AirTran,Detroit,1/1/2013,259,5.13,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,24,FL,AirTran,Minneapolis,1/1/2013,111,4.72,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,53,FL,AirTran,Charlotte,1/1/2013,278,5.23,Delayed by Carrier,NC
100%,LAS,McCarran International,44,FL,AirTran,Las Vegas,1/1/2013,263,5.94,Delayed by Carrier,NV
100%,LGA,LaGuardia,33,FL,AirTran,New York,1/1/2013,51,1.53,Delayed by Carrier,NY
100%,PHX,Phoenix Sky Harbor International,103,HA,Hawaiian,Phoenix,1/1/2013,1399,13.55,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,68,HA,Hawaiian,Los Angeles,1/1/2013,810,11.98,Delayed by Carrier,CA
100%,SFO,San Francisco International,101,HA,Hawaiian,San Francisco,1/1/2013,794,7.88,Delayed by Carrier,CA
100%,LAS,McCarran International,43,HA,Hawaiian,Las Vegas,1/1/2013,981,22.88,Delayed by Carrier,NV
100%,JFK,John F. Kennedy International,52,HA,Hawaiian,New York,1/1/2013,206,4,Delayed by Carrier,NY
100%,SEA,Seattle/Tacoma International,35,HA,Hawaiian,Seattle,1/1/2013,844,23.92,Delayed by Carrier,WA
100%,LAX,Los Angeles International,101,MQ,A. Eagle,Los Angeles,1/1/2013,1735,17.2,Delayed by Carrier,CA
100%,DEN,Denver International,65,MQ,A. Eagle,Denver,1/1/2013,1249,19.08,Delayed by Carrier,CO
100%,ATL,Hartsfield-Jackson Atlanta,50,MQ,A. Eagle,Atlanta,1/1/2013,2287,45.29,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,159,MQ,A. Eagle,Chicago,1/1/2013,36837,231.21,Delayed by Carrier,IL
100%,BWI,Baltimore/Washington International,136,MQ,A. Eagle,Baltimore,1/1/2013,1141,8.39,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,57,MQ,A. Eagle,Detroit,1/1/2013,1324,23.34,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,64,MQ,A. Eagle,Minneapolis,1/1/2013,1298,20.23,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,47,MQ,A. Eagle,Charlotte,1/1/2013,1218,25.83,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,49,MQ,A. Eagle,Newark,1/1/2013,687,14.16,Delayed by Carrier,NJ
100%,JFK,John F. Kennedy International,97,MQ,A. Eagle,New York,1/1/2013,1993,20.64,Delayed by Carrier,NY
100%,LGA,LaGuardia,159,MQ,A. Eagle,New York,1/1/2013,8936,56.21,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,148,MQ,A. Eagle,Dallas/Fort Worth,1/1/2013,29325,197.69,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,64,MQ,A. Eagle,Houston,1/1/2013,1051,16.47,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,67,MQ,A. Eagle,Salt Lake City,1/1/2013,492,7.37,Delayed by Carrier,UT
100%,PHX,Phoenix Sky Harbor International,50,OO,SkyWest,Phoenix,1/1/2013,2481,49.95,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,92,OO,SkyWest,Los Angeles,1/1/2013,9265,100.96,Delayed by Carrier,CA
100%,SFO,San Francisco International,71,OO,SkyWest,San Francisco,1/1/2013,8224,116.53,Delayed by Carrier,CA
100%,DEN,Denver International,60,OO,SkyWest,Denver,1/1/2013,7692,128.93,Delayed by Carrier,CO
100%,ATL,Hartsfield-Jackson Atlanta,44,OO,SkyWest,Atlanta,1/1/2013,596,13.47,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,81,OO,SkyWest,Chicago,1/1/2013,5089,62.75,Delayed by Carrier,IL
100%,DTW,Detroit Metro Wayne County,81,OO,SkyWest,Detroit,1/1/2013,1041,12.9,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,89,OO,SkyWest,Minneapolis,1/1/2013,4880,54.84,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,34,OO,SkyWest,Charlotte,1/1/2013,107,3.11,Delayed by Carrier,NC
100%,LAS,McCarran International,59,OO,SkyWest,Las Vegas,1/1/2013,1663,28.34,Delayed by Carrier,NV
100%,DFW,Dallas/Fort Worth International,54,OO,SkyWest,Dallas/Fort Worth,1/1/2013,2375,43.9,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,91,OO,SkyWest,Houston,1/1/2013,6422,70.28,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,88,OO,SkyWest,Salt Lake City,1/1/2013,13055,148.3,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,65,OO,SkyWest,Seattle,1/1/2013,1183,18.27,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,47,UA,United,Phoenix,1/1/2013,2296,49.27,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,55,UA,United,Los Angeles,1/1/2013,8521,154.71,Delayed by Carrier,CA
100%,SFO,San Francisco International,60,UA,United,San Francisco,1/1/2013,11136,186.4,Delayed by Carrier,CA
100%,DEN,Denver International,50,UA,United,Denver,1/1/2013,8565,170.25,Delayed by Carrier,CO
100%,MCO,Orlando International,48,UA,United,Orlando,1/1/2013,3386,70.44,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,46,UA,United,Atlanta,1/1/2013,218,4.7,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,49,UA,United,Chicago,1/1/2013,11457,232.51,Delayed by Carrier,IL
100%,BOS,Logan International,55,UA,United,Boston,1/1/2013,2236,40.92,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,41,UA,United,Baltimore,1/1/2013,533,12.95,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,55,UA,United,Detroit,1/1/2013,412,7.43,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,63,UA,United,Minneapolis,1/1/2013,713,11.28,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,57,UA,United,Charlotte,1/1/2013,181,3.16,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,55,UA,United,Newark,1/1/2013,6225,112.32,Delayed by Carrier,NJ
100%,LAS,McCarran International,50,UA,United,Las Vegas,1/1/2013,2761,55.36,Delayed by Carrier,NV
100%,JFK,John F. Kennedy International,66,UA,United,New York,1/1/2013,925,13.92,Delayed by Carrier,NY
100%,LGA,LaGuardia,64,UA,United,New York,1/1/2013,1965,30.87,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,45,UA,United,Dallas/Fort Worth,1/1/2013,944,21.03,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,53,UA,United,Houston,1/1/2013,13298,251.24,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,59,UA,United,Salt Lake City,1/1/2013,197,3.36,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,45,UA,United,Seattle,1/1/2013,2543,56.28,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,73,US,US Airways,Phoenix,1/1/2013,12109,166.44,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,47,US,US Airways,Los Angeles,1/1/2013,1466,31.32,Delayed by Carrier,CA
100%,SFO,San Francisco International,46,US,US Airways,San Francisco,1/1/2013,1276,27.87,Delayed by Carrier,CA
100%,DEN,Denver International,43,US,US Airways,Denver,1/1/2013,996,22.94,Delayed by Carrier,CO
100%,MCO,Orlando International,48,US,US Airways,Orlando,1/1/2013,2126,44.52,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,42,US,US Airways,Atlanta,1/1/2013,792,18.84,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,65,US,US Airways,Chicago,1/1/2013,2550,39.49,Delayed by Carrier,IL
100%,BOS,Logan International,48,US,US Airways,Boston,1/1/2013,2336,48.4,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,39,US,US Airways,Baltimore,1/1/2013,922,23.72,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,52,US,US Airways,Detroit,1/1/2013,746,14.38,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,42,US,US Airways,Minneapolis,1/1/2013,750,17.81,Delayed by Carrier,MN
100%,CLT,Charlotte Douglas International,65,US,US Airways,Charlotte,1/1/2013,16085,249.14,Delayed by Carrier,NC
100%,EWR,Newark Liberty International,62,US,US Airways,Newark,1/1/2013,996,15.99,Delayed by Carrier,NJ
100%,LAS,McCarran International,49,US,US Airways,Las Vegas,1/1/2013,1848,37.54,Delayed by Carrier,NV
100%,JFK,John F. Kennedy International,43,US,US Airways,New York,1/1/2013,267,6.19,Delayed by Carrier,NY
100%,LGA,LaGuardia,45,US,US Airways,New York,1/1/2013,1757,38.99,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,47,US,US Airways,Dallas/Fort Worth,1/1/2013,1740,36.95,Delayed by Carrier,TX
100%,IAH,George Bush Intercontinental,44,US,US Airways,Houston,1/1/2013,827,18.72,Delayed by Carrier,TX
100%,SLC,Salt Lake City International,43,US,US Airways,Salt Lake City,1/1/2013,369,8.58,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,70,US,US Airways,Seattle,1/1/2013,1261,17.97,Delayed by Carrier,WA
100%,LAX,Los Angeles International,68,VX,Virgin,Los Angeles,1/1/2013,920,13.62,Delayed by Carrier,CA
100%,SFO,San Francisco International,60,VX,Virgin,San Francisco,1/1/2013,1061,17.62,Delayed by Carrier,CA
100%,MCO,Orlando International,18,VX,Virgin,Orlando,1/1/2013,2,0.11,Delayed by Carrier,FL
100%,ORD,Chicago O'Hare International,31,VX,Virgin,Chicago,1/1/2013,82,2.68,Delayed by Carrier,IL
100%,BOS,Logan International,18,VX,Virgin,Boston,1/1/2013,22,1.2,Delayed by Carrier,MA
100%,LAS,McCarran International,35,VX,Virgin,Las Vegas,1/1/2013,185,5.29,Delayed by Carrier,NV
100%,JFK,John F. Kennedy International,38,VX,Virgin,New York,1/1/2013,246,6.5,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,77,VX,Virgin,Dallas/Fort Worth,1/1/2013,140,1.83,Delayed by Carrier,TX
100%,SEA,Seattle/Tacoma International,19,VX,Virgin,Seattle,1/1/2013,71,3.7,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,47,WN,Southwest,Phoenix,1/1/2013,8710,186.24,Delayed by Carrier,AZ
100%,LAX,Los Angeles International,35,WN,Southwest,Los Angeles,1/1/2013,4720,135.28,Delayed by Carrier,CA
100%,SFO,San Francisco International,45,WN,Southwest,San Francisco,1/1/2013,1803,40.26,Delayed by Carrier,CA
100%,DEN,Denver International,47,WN,Southwest,Denver,1/1/2013,8687,185.01,Delayed by Carrier,CO
100%,MCO,Orlando International,53,WN,Southwest,Orlando,1/1/2013,6674,126.2,Delayed by Carrier,FL
100%,ATL,Hartsfield-Jackson Atlanta,45,WN,Southwest,Atlanta,1/1/2013,2423,53.33,Delayed by Carrier,GA
100%,BOS,Logan International,48,WN,Southwest,Boston,1/1/2013,1630,33.85,Delayed by Carrier,MA
100%,BWI,Baltimore/Washington International,42,WN,Southwest,Baltimore,1/1/2013,6212,147.28,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,41,WN,Southwest,Detroit,1/1/2013,1009,24.71,Delayed by Carrier,MI
100%,MSP,Minneapolis-St Paul International,31,WN,Southwest,Minneapolis,1/1/2013,952,30.68,Delayed by Carrier,MN
100%,EWR,Newark Liberty International,53,WN,Southwest,Newark,1/1/2013,1637,30.72,Delayed by Carrier,NJ
100%,LAS,McCarran International,44,WN,Southwest,Las Vegas,1/1/2013,7704,175.96,Delayed by Carrier,NV
100%,LGA,LaGuardia,42,WN,Southwest,New York,1/1/2013,685,16.33,Delayed by Carrier,NY
100%,SLC,Salt Lake City International,33,WN,Southwest,Salt Lake City,1/1/2013,3022,92.08,Delayed by Carrier,UT
100%,SEA,Seattle/Tacoma International,39,WN,Southwest,Seattle,1/1/2013,2339,60.63,Delayed by Carrier,WA
100%,PHX,Phoenix Sky Harbor International,59,YV,Mesa,Phoenix,1/1/2013,1206,20.49,Delayed by Carrier,AZ
100%,ATL,Hartsfield-Jackson Atlanta,60,YV,Mesa,Atlanta,1/1/2013,1096,18.14,Delayed by Carrier,GA
100%,ORD,Chicago O'Hare International,61,YV,Mesa,Chicago,1/1/2013,913,14.97,Delayed by Carrier,IL
,BWI,Baltimore/Washington International,,YV,Mesa,Baltimore,1/1/2013,0,0,Delayed by Carrier,MD
100%,DTW,Detroit Metro Wayne County,99,YV,Mesa,Detroit,1/1/2013,683,6.88,Delayed by Carrier,MI
100%,CLT,Charlotte Douglas International,81,YV,Mesa,Charlotte,1/1/2013,3450,42.73,Delayed by Carrier,NC
,LAS,McCarran International,,YV,Mesa,Las Vegas,1/1/2013,0,0,Delayed by Carrier,NV
100%,LGA,LaGuardia,110,YV,Mesa,New York,1/1/2013,496,4.51,Delayed by Carrier,NY
100%,DFW,Dallas/Fort Worth International,40,YV,Mesa,Dallas/Fort Worth,1/1/2013,217,5.47,Delayed by Carrier,TX
,PHX,Phoenix Sky Harbor International,,9E,Pinnacle,Phoenix,1/1/2013,0,0,Delayed by Late Aircraft,AZ
100%,DEN,Denver International,56,9E,Pinnacle,Denver,1/1/2013,47,0.84,Delayed by Late Aircraft,CO
,MCO,Orlando International,,9E,Pinnacle,Orlando,1/1/2013,0,0,Delayed by Late Aircraft,FL
100%,ATL,Hartsfield-Jackson Atlanta,80,9E,Pinnacle,Atlanta,1/1/2013,6901,86.71,Delayed by Late Aircraft,GA
100%,ORD,Chicago O'Hare International,66,9E,Pinnacle,Chicago,1/1/2013,732,11.06,Delayed by Late Aircraft,IL
100%,BOS,Logan International,92,9E,Pinnacle,Boston,1/1/2013,1167,12.68,Delayed by Late Aircraft,MA
100%,BWI,Baltimore/Washington International,79,9E,Pinnacle,Baltimore,1/1/2013,1378,17.43,Delayed by Late Aircraft,MD
100%,DTW,Detroit Metro Wayne County,65,9E,Pinnacle,Detroit,1/1/2013,18448,282.44,Delayed by Late Aircraft,MI
100%,MSP,Minneapolis-St Paul International,72,9E,Pinnacle,Minneapolis,1/1/2013,11579,160.83,Delayed by Late Aircraft,MN
100%,CLT,Charlotte Douglas International,92,9E,Pinnacle,Charlotte,1/1/2013,561,6.13,Delayed by Late Aircraft,NC
100%,EWR,Newark Liberty International,82,9E,Pinnacle,Newark,1/1/2013,725,8.84,Delayed by Late Aircraft,NJ
100%,JFK,John F. Kennedy International,94,9E,Pinnacle,New York,1/1/2013,6168,65.72,Delayed by Late Aircraft,NY
100%,LGA,LaGuardia,143,9E,Pinnacle,New York,1/1/2013,325,2.27,Delayed by Late Aircraft,NY
100%,DFW,Dallas/Fort Worth International,59,9E,Pinnacle,Dallas/Fort Worth,1/1/2013,545,9.24,Delayed by Late Aircraft,TX
100%,IAH,George Bush Intercontinental,34,9E,Pinnacle,Houston,1/1/2013,47,1.4,Delayed by Late Aircraft,TX
100%,SLC,Salt Lake City International,76,9E,Pinnacle,Salt Lake City,1/1/2013,617,8.13,Delayed by Late Aircraft,UT
100%,PHX,Phoenix Sky Harbor International,59,AA,American,Phoenix,1/1/2013,1534,26.21,Delayed by Late Aircraft,AZ
100%,LAX,Los Angeles International,66,AA,American,Los Angeles,1/1/2013,7778,118.51,Delayed by Late Aircraft,CA
